org_key,year,event_key,match_key,match_number,time,alliance,team_key,totalAutoPoints,totalTeleopPoints,totalEndgamePoints,contributedPoints,autoFuel,teleopFuel,totalPassing,totalDefense,startingPosition,autoFuelOne,autoFuelTen,autoTower,autoNZ,autoDepot,autoOutpost,teleopFuelOne,teleopFuelTen,passedNZ,passedOZ,didDefenseNZ,didDefenseOZ,totalMinorFouls,totalMajorFouls,climbingStartTime,climbLevel,diedDuringMatch,didYellowCard,didRedCard
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,blue,frc11444,"12","0","0","12","12","0","1","0","Middle","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,red,frc6591,"0","21","0","21","0","21","1","0","Not There","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,red,frc5225,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,red,frc5712,"10","60","0","70","10","60","0","0","Depot Side","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,blue,frc7818,"0","0","0","0","0","0","1","0","Outpost Side","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,blue,frc10629,"1","0","0","1","1","0","0","2","Outpost Side","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm4,4,3/28/2026 3:27:00 PM,blue,frc7166,"40","180","0","220","40","180","2","0","Depot Side","0","4","0","0","0","0","0","18","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,blue,frc1940,"0","0","0","0","0","0","0","0","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,red,frc8179,"6","24","0","30","6","24","2","0","Middle","6","0","0","0","0","0","4","2","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,red,frc7056,"20","90","0","110","20","90","1","0","Outpost Side","0","2","0","0","0","0","0","9","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,blue,frc11490,"3","12","0","15","3","12","0","0","Depot Side","3","0","0","0","0","0","12","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,blue,frc9753,"0","0","0","0","0","0","2","0","Middle","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm5,5,3/28/2026 3:36:00 PM,red,frc2137,"50","280","0","330","50","280","1","1","Depot Side","0","5","0","1","0","0","0","28","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,red,frc9237,"2","1","0","3","2","1","0","0","Depot Side","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,red,frc8374,"6","5","0","11","6","5","1","1","Middle","6","0","0","0","0","0","5","0","1","0","1","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,red,frc910,"0","60","0","60","0","60","1","0","Depot Side","0","0","0","0","0","0","60","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,blue,frc8424,"0","18","0","18","0","18","0","2","Not There","0","0","0","0","0","0","8","1","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,blue,frc9312,"23","0","0","23","23","0","0","0","Outpost Side","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm6,6,3/28/2026 3:45:00 PM,blue,frc9251,"0","12","0","12","0","12","1","1","Middle","0","0","0","0","0","0","2","1","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,red,frc10606,"21","0","0","21","6","0","1","1","Middle","6","0","1","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,blue,frc8608,"20","180","0","200","20","180","1","1","Outpost Side","0","2","0","1","0","1","0","18","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,blue,frc5926,"6","10","0","16","6","10","1","0","Middle","6","0","0","0","0","0","10","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,blue,frc6078,"4","34","0","38","4","34","0","0","Middle","4","0","0","0","0","0","14","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,red,frc10577,"0","0","0","0","0","0","1","2","Middle","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm7,7,3/28/2026 3:54:00 PM,red,frc3707,"3","42","0","45","3","42","2","1","Outpost Side","3","0","0","1","0","0","2","4","1","1","0","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,red,frc1504,"0","14","0","14","0","14","1","0","Middle","0","0","0","0","0","0","14","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,red,frc11444,"1","0","0","1","1","0","2","0","Middle","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,red,frc5674,"0","42","10","52","0","42","0","0","Depot Side","0","0","0","0","0","0","2","4","0","0","0","0","0","0","15","Level 1","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,blue,frc9203,"0","0","0","0","0","0","0","1","Outpost Side","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,blue,frc8362,"0","0","0","0","0","0","0","0","Outpost Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm8,8,3/28/2026 4:03:00 PM,blue,frc10629,"0","6","0","6","0","6","0","0","Middle","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,red,frc11490,"3","0","0","3","3","0","0","0","Outpost Side","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,red,frc7491,"0","9","0","9","0","9","1","1","Middle","0","0","0","0","0","0","9","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,red,frc11503,"0","12","0","12","0","12","0","0","Not There","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,blue,frc9255,"6","13","0","19","6","13","1","1","Depot Side","6","0","0","0","0","0","3","1","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,blue,frc4327,"19","80","0","99","19","80","2","0","Outpost Side","19","0","0","0","0","0","0","8","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm9,9,3/28/2026 4:12:00 PM,blue,frc9238,"0","0","0","0","0","0","1","0","Middle","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,red,frc6591,"0","20","0","20","0","20","1","0","Middle","0","0","0","0","0","0","10","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,blue,frc8374,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,blue,frc8179,"0","8","0","8","0","8","2","0","Outpost Side","0","0","0","0","0","0","8","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,blue,frc5225,"0","0","0","0","0","0","0","2","Not There","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,red,frc910,"0","55","0","55","0","55","0","0","Not There","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm10,10,3/28/2026 4:20:00 PM,red,frc5704,"0","0","0","0","0","0","0","0","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,red,frc7056,"6","65","0","71","6","65","0","0","Outpost Side","6","0","0","1","0","0","5","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,red,frc1940,"0","0","0","0","0","0","1","1","Middle","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,blue,frc7166,"20","102","0","122","20","102","1","0","Depot Side","0","2","0","1","0","0","2","10","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,blue,frc3655,"18","81","0","99","18","81","1","0","Outpost Side","8","1","0","0","0","0","1","8","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,blue,frc9753,"0","0","0","0","0","0","0","1","Middle","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm11,11,3/28/2026 4:28:00 PM,red,frc4776,"0","33","0","33","0","33","0","0","Outpost Side","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,red,frc9237,"1","2","0","3","1","2","1","0","Middle","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,red,frc7226,"24","40","0","64","24","40","0","0","Outpost Side","4","2","0","0","0","1","0","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,red,frc5712,"20","60","0","80","20","60","1","0","Depot Side","0","2","0","0","0","0","0","6","1","0","0","0","0","0","20","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,blue,frc3707,"4","16","0","20","4","16","0","1","Outpost Side","4","0","0","1","0","0","6","1","0","0","0","1","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,blue,frc2137,"46","212","0","258","46","212","1","0","Depot Side","6","4","0","0","0","0","2","21","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm12,12,3/28/2026 4:36:00 PM,blue,frc5926,"10","40","0","50","10","40","0","0","Middle","0","1","0","0","0","0","20","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,red,frc8424,"3","32","0","35","3","32","0","0","Outpost Side","3","0","0","0","0","0","2","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,blue,frc7818,"0","0","0","0","0","0","1","0","Depot Side","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,blue,frc10606,"17","0","10","27","2","0","0","0","Middle","2","0","1","0","0","0","0","0","0","0","0","0","0","0","15","Level 1","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,blue,frc8608,"20","140","0","160","20","140","0","0","Outpost Side","0","2","0","1","0","1","0","14","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,red,frc6085,"6","13","0","19","6","13","0","0","Middle","6","0","0","0","0","0","3","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm13,13,3/28/2026 4:44:00 PM,red,frc7289,"4","6","0","10","4","6","1","0","Middle","4","0","0","0","0","0","6","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,red,frc9312,"6","9","0","15","6","9","2","0","Outpost Side","6","0","0","1","0","0","9","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,red,frc11503,"3","4","0","7","3","4","2","0","Middle","3","0","0","0","0","0","4","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,red,frc4327,"20","84","0","104","20","84","1","0","Depot Side","0","2","0","1","0","0","4","8","0","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,blue,frc5225,"0","0","0","0","0","0","0","1","Not There","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,blue,frc9251,"0","20","0","20","0","20","0","0","Depot Side","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm14,14,3/28/2026 4:52:00 PM,blue,frc1504,"12","30","0","42","12","30","1","0","Middle","2","1","0","0","0","0","0","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,red,frc9753,"0","0","0","0","0","0","1","0","Outpost Side","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,blue,frc9255,"4","28","0","32","4","28","1","0","Outpost Side","4","0","0","0","0","0","18","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,blue,frc11490,"3","10","0","13","3","10","0","0","Depot Side","3","0","0","0","0","0","10","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,red,frc6078,"0","33","0","33","0","33","1","0","Outpost Side","0","0","0","0","0","0","3","3","1","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,red,frc6591,"0","10","0","10","0","10","1","0","Depot Side","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm15,15,3/28/2026 6:00:00 PM,blue,frc3655,"10","30","0","40","10","30","1","0","Middle","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,red,frc8179,"4","32","0","36","4","32","1","0","Outpost Side","4","0","0","1","0","0","2","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,red,frc9237,"0","9","0","9","0","9","0","0","Not There","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,red,frc1940,"0","0","0","0","0","0","1","1","Depot Side","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,blue,frc11444,"0","0","0","0","0","0","2","0","Middle","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,blue,frc5712,"14","128","0","142","14","128","1","0","Depot Side","4","1","0","1","0","0","8","12","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm16,16,3/28/2026 6:09:00 PM,blue,frc7491,"0","0","0","0","0","0","1","1","Outpost Side","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,blue,frc8374,"2","3","0","5","2","3","0","0","Depot Side","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,blue,frc9203,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,blue,frc4776,"0","1","0","1","0","1","0","0","Outpost Side","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,red,frc9238,"2","6","0","8","2","6","0","0","Middle","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,red,frc3707,"0","79","0","79","0","79","0","0","Outpost Side","0","0","0","0","0","0","9","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm17,17,3/28/2026 6:18:00 PM,red,frc7818,"0","0","0","0","0","0","1","1","Depot Side","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,red,frc910,"16","39","0","55","16","39","1","0","Depot Side","6","1","0","1","0","0","9","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,red,frc2137,"90","270","0","360","90","270","1","0","Not There","0","9","0","1","0","0","0","27","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,red,frc9312,"11","0","0","11","11","0","0","0","Outpost Side","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,blue,frc10606,"5","0","0","5","5","0","1","1","Middle","5","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,blue,frc5674,"0","62","0","62","0","62","1","0","Middle","0","0","0","0","0","0","2","6","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm18,18,3/28/2026 6:27:00 PM,blue,frc5926,"10","39","0","49","10","39","0","0","Outpost Side","0","1","0","0","0","0","9","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,red,frc7166,"40","130","0","170","40","130","1","0","Depot Side","0","4","0","1","0","0","30","10","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,red,frc10577,"0","0","0","0","0","0","1","0","Middle","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,red,frc9251,"0","0","0","0","0","0","0","0","Outpost Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,blue,frc5704,"0","0","0","0","0","0","0","1","Depot Side","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,blue,frc6085,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm19,19,3/28/2026 6:36:00 PM,blue,frc8362,"0","14","0","14","0","14","0","0","Outpost Side","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm20,20,3/28/2026 6:45:00 PM,red,frc10629,"1","0","0","1","1","0","0","0","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm20,20,3/28/2026 6:45:00 PM,red,frc7289,"6","0","0","6","6","0","0","0","Depot Side","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm20,20,3/28/2026 6:45:00 PM,blue,frc7056,"0","77","0","77","0","77","0","0","Depot Side","0","0","0","1","0","0","7","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm20,20,3/28/2026 6:45:00 PM,blue,frc7226,"6","0","0","6","6","0","0","0","Middle","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm20,20,3/28/2026 6:45:00 PM,blue,frc8424,"2","0","0","2","2","0","0","2","Middle","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm21,21,3/28/2026 6:54:00 PM,red,frc9255,"1","15","0","16","1","15","0","0","Outpost Side","1","0","0","0","0","0","5","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm21,21,3/28/2026 6:54:00 PM,red,frc8374,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm21,21,3/28/2026 6:54:00 PM,blue,frc1504,"12","32","0","44","12","32","1","1","Middle","2","1","0","0","0","0","2","3","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm21,21,3/28/2026 6:54:00 PM,blue,frc5712,"30","137","0","167","30","137","1","0","Depot Side","0","3","0","1","0","0","7","13","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm21,21,3/28/2026 6:54:00 PM,blue,frc4776,"13","120","0","133","13","120","0","0","Outpost Side","3","1","0","1","0","0","0","12","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm22,22,3/28/2026 7:03:00 PM,red,frc9237,"0","11","0","11","0","11","0","0","Middle","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm22,22,3/28/2026 7:03:00 PM,blue,frc6591,"3","0","0","3","3","0","0","0","Depot Side","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm22,22,3/28/2026 7:03:00 PM,blue,frc10606,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm22,22,3/28/2026 7:03:00 PM,blue,frc3655,"0","0","0","0","0","0","1","1","Outpost Side","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm22,22,3/28/2026 7:03:00 PM,red,frc5674,"0","32","10","42","0","32","0","0","Depot Side","0","0","0","1","0","0","2","3","0","0","0","0","0","0","30","Level 1","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm23,23,3/28/2026 7:12:00 PM,red,frc6078,"8","27","0","35","8","27","0","0","Middle","8","0","0","0","0","0","7","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm23,23,3/28/2026 7:12:00 PM,red,frc7818,"0","0","0","0","0","0","0","0","Depot Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm23,23,3/28/2026 7:12:00 PM,red,frc10577,"5","14","0","19","5","14","0","0","Middle","5","0","0","0","0","0","4","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm23,23,3/28/2026 7:12:00 PM,blue,frc8179,"0","25","0","25","0","25","2","1","Depot Side","0","0","0","0","0","0","5","2","1","1","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm23,23,3/28/2026 7:12:00 PM,blue,frc11444,"0","0","0","0","0","0","1","0","Middle","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm24,24,3/28/2026 7:20:00 PM,blue,frc8362,"0","0","0","0","0","0","1","0","Depot Side","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm24,24,3/28/2026 7:20:00 PM,blue,frc8608,"7","115","0","122","7","115","0","0","Outpost Side","7","0","0","0","0","0","5","11","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm24,24,3/28/2026 7:20:00 PM,blue,frc8424,"0","24","0","24","0","24","0","2","Depot Side","0","0","0","0","0","0","4","2","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm24,24,3/28/2026 7:20:00 PM,red,frc5926,"10","36","0","46","10","36","2","1","Outpost Side","0","1","0","0","0","0","6","3","1","1","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm24,24,3/28/2026 7:20:00 PM,red,frc10629,"0","0","0","0","0","0","1","0","Middle","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm25,25,3/28/2026 7:28:00 PM,red,frc2137,"35","160","0","195","35","160","0","0","Not There","5","3","0","0","0","0","0","16","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm25,25,3/28/2026 7:28:00 PM,red,frc7166,"20","200","0","220","20","200","1","0","Not There","0","2","0","0","0","0","0","20","1","0","0","0","0","0","0","None","0","0","0"
